cislo	kapitola	2013	2014
	Návrh výdajů státního rozpočtu pro rok 2014	1184877630000	1192407508965
301	Kancelář prezidenta republiky	334403000	347368000
	Výdaje vlastního úřadu Kanceláře prezidenta republiky	97998000	104463000
	Celkové výdaje na areál Pražského hradu a zámku Lány	203905000	210405000
	Celkové výdaje na lesní hospodářství	32500000	32500000
302	Poslanecká sněmovna Parlamentu	1085936000	1125936000
303	Senát Parlamentu	511818000	522675000
304	Úřad vlády České republiky	709025000	745028364
	výdaje vlastního Úřadu vlády ČR	533004000	537732123
	výdaje spojené s činností poradních orgánů vlády	176021000	207296241
305	Bezpečnostní informační služba	1111104000	1148104000
306	Ministerstvo zahraničních věcí	5834939000	5628207668
	transformační spolupráce	50000000	50000000
	humanitární pomoc	73000000	73000000
	příspěvky mezinárodním organizacím a peněžní dary vybraným institucím do zahraničí	1562500000	1136024189
	podpora českého kulturního dědictví v zahraničí	15000000	15000000
	zahraniční vysílání rozhlasu	25000000	25000000
	ostatní výdaje na plnění úkolů Ministerstva zahraničních věcí	4094439000	4261698479
307	Ministerstvo obrany	42053375000	42167563873
	Zajištění obrany ČR ozbrojenými silami	23034237000	22488162367
	Vytváření a rozvoj systému obrany státu 	7801082000	8359207961
	Zajištění výkonu státní správy v působnosti Ministerstva obrany	1265520000	1218332054
	Zajištění strategického zpravodajství	2200258000	2414770491
	Zajištění podpory prezidenta republiky ve funkci vrchního velitele ozbrojených sil	480400000	509322000
	Zajištění dávek důchodového pojištění	4189122000	4267200000
	Zajištění ostatních sociálních dávek	2810000000	2781600000
	Zajištění státní sportovní reprezentace	272756000	128969000
308	Národní bezpečnostní úřad	299897000	307809136
	výdaje na zabezpečení plnění úkolů Národního centra kybernetické bezpečnosti	61464000	61457000
	ostatní výdaje na zabezpečení plnění úkolů Národního bezpečnostního úřadu	238433000	246352136
309	Kancelář veřejného ochránce práv	93824000	97407000
312	Ministerstvo financí	15795925000	16152133377
	Daňová správa zajišťovaná finančními orgány	7416100000	7689989310
	Výdaje na zabezpečení plnění úkolů ústředního orgánu	2437228000	2434085842
	Daňová správa zajišťovaná celními orgány	4430298000	4501736020
	Správa majetku státu a právní zastupování státu ve věcech majetkových	1496334000	1507641705
	Výdaje na zabezpečení činnosti Kanceláře finančního arbitra	15965000	18680500
313	Ministerstvo práce a sociálních věcí	514208754000	523682616207
	Dávky důchodového pojištění	384168094000	382284929000
	Dávky státní sociální podpory	31610000000	39710000000
	Dávky nemocenského pojištění	21435000000	22245000000
	Dávky pomoci v hmotné nouzi	12400000000	11400000000
	Dávky osobám se zdravotním postižením	2326000000	2719000000
	Ostatní sociální dávky	4000000	4000000
	Podpory v nezaměstnanosti	11300000000	10700000000
	Příspěvek na péči podle zákona o sociálních službách	20490000000	20690000000
	Aktivní politika zaměstnanosti celkem	5435869000	4589818750
	Výdaje spojené s realizací zákona č. 118/2000 Sb.	500000000	500000000
	Výdaje spojené s realizací odškodňovacích zákonů	210000000	881000000
	Příspěvek na podporu zaměstnávání osob se zdravotním postižením	3213000000	3600000000
	Ostatní výdaje organizačních složek státu	13110789000	13768834671
	Neinvestiční nedávkové transfery	7849759000	9781127736
	Transfery na podporu reprodukce majetku nestátním subjektům v sociální oblasti	156243000	808906050
314	Ministerstvo vnitra	52592118000	53547866638
	Výdaje Policie ČR	27143550000	27374483948
	Výdaje Hasičského záchranného sboru ČR	6593111000	6628439409
	Výdaje na zabezpečení plnění úkolů Ministerstva vnitra	6559414000	9088081237
	Výdaje na sportovní reprezentaci	48127000	47853044
	Dávky důchod. pojištění	5024888000	5222990000
	Ostatní soc. dávky	5002586000	5186019000
315	Ministerstvo životního prostředí	14918434000	13006683723
	Ochrana přírody a krajiny	1684024000	699500000
	Technická ochrana životního prostředí	5946000000	5364000000
	Ochrana klimatu a ovzduší	2091000000	3460000000
	Ostatní činnosti v životním prostředí	5197410000	3483183723
317	Ministerstvo pro místní rozvoj	14071331000	11727386479
	Podpora regionálního rozvoje a cestovního ruchu	12629273685	10286212442
	Podpora bydlení	460090000	455440000
	Územní plánování a stavební řád	46839000	26728000
	Ostatní činnosti resortu	935128315	959006037
321	Grantová agentura České republiky	3309429000	3464702000
322	Ministerstvo průmyslu a obchodu	27352958000	31270146334
	Podpora podnikání	13668383000	15643326667
	Zahlazování následků hornické činnosti a mandatorní výdaje	1686900000	1686900000
	Výdaje spojené s další činností resortu	2297675000	2239919667
	Dotace na obnovitelné zdroje energie	9700000000	11700000000
327	Ministerstvo dopravy	45744967000	36030576166
	Drážní a kombinovaná doprava	8982973000	5168318000
	dotace pro společné programy (projekty) EU a ČR	21021947000	8991254914
	ostatní dotace pro Státní fond dopravní infrastruktury	12571000000	18600000000
	Ostatní výdaje spojené s dopravní politikou státu	3169047000	3271003252
328	Český telekomunikační úřad	614599000	747505814
	výdaje na úhradu ztráty z poskytování univerzální služby - zvláštní ceny	125000000	110000000
	výdaje na úhradu ztráty z poskytování univerzální služby - čisté náklady	50000000	58000000
	ostatní výdaje na zabezpečení plnění úkolů Českého telekomunikačního úřadu	439599000	579505814
329	Ministerstvo zemědělství	43160753000	49774516181
	dotace Státnímu zemědělskému intervenčnímu fondu	31486532000	37196384000
	ostatní výdaje na podporu agropotravinářského komplexu	1697750000	1524033000
	Dotace na činnost Státního zemědělského intervenčního fondu	1600000000	1973472000
