	Podpora lesního hospodářství	250000000	250000000
	Podpora vodního hospodářství	2254649000	1600000000
	Podpora neziskovým organizacím	63500000	65000000
	Ostatní výdaje na státní politiku resortu, inspekční, kontrolní a výzkumnou činnost	5808322000	7165627181
333	Ministerstvo školství, mládeže a tělovýchovy	139611693000	135263302547
	Vysoké školy	21803802000	21770802000
	Výzkum, vývoj a inovace	21757254000	16097509100
	Výdaje regionálního školství a přímo řízených organizací	85232526000	85148290000
	Podpora činnosti v oblasti mládeže	206073000	206073000
	sportovní reprezentace	1065160000	1065160000
	všeobecná sportovní činnost	1117624000	1917624000
	Výdaje na programy spolufinancované z rozpočtu Evropské unie a z prostředků finančních mechanismů mimo výzkum, vývoj a inovace	6829549000	7471925667
	Ostatní výdaje na zabezpečení úkolů resortu	1599705000	1585918780
334	Ministerstvo kultury	8889694000	10129233780
	Výdaje na výzkum, vývoj a inovace celkem	470992000	499901000
	Výdaje dle zákona o majetkovém vyrovnání s církvemi a náboženskými společnostmi - příspěvek na podporu činnosti dotčených církví a náboženských společností	1444753000	3476320000
	Výdaje na zabezpečení plnění úkolů Ministerstva kultury	307672000	412674780
	Příspěvkové organizace zřízené Ministerstvem kultury	5948134000	4290506000
	Kulturní služby, podpora živého umění	280410000	497195000
	Záchrana a obnova kulturních památek	409517000	402159000
	Podpora kultury národnostních menšin	21216000	31478000
	Podpora rozvoje a obnovy  materiálně technické základny  regionálních kulturních zařízení a církví a náboženských společností	7000000	17000000
335	Ministerstvo zdravotnictví	6455837000	6699243968
	Výdaje na státní správu	1795826000	1761599666
	Výzkum a vývoj ve zdravotnictví	1221191000	1527744000
	Ústavní péče	973566000	1024083706
	Zvláštní zdravotnická zařízení a služby pro zdravotnictví	1000508000	1050420192
	Zdravotnické programy	761400000	693639303
	Ostatní činnosti ve zdravotnictví	703346000	641757101
336	Ministerstvo spravedlnosti	21349417000	22055717079
	platy soudců	2996144000	3406165670
	platy státních zástupců	1097341000	1246833134
	ostatní výdaje justiční části	9025287000	9166957051
	Výdaje vězeňská část	8230645000	8235761224
343	Úřad pro ochranu osobních údajů	159064000	158485880
344	Úřad průmyslového vlastnictví	158422000	161394153
345	Český statistický úřad	1012920000	930807114
346	Český úřad zeměměřický a katastrální	2689754000	2775535670
348	Český báňský úřad	122591000	123450550
349	Energetický regulační úřad	198950000	199080780
353	Úřad pro ochranu hospodářské soutěže	230187000	245124240
355	Ústav pro studium totalitních režimů	152205000	154417532
358	Ústavní soud	155356000	167529080
	platy ústavních soudců	20266000	20266000
	náhrady výdajů spojených s výkonem funkce (zákon č. 236/1995 Sb.)	2888000	2888000
	ostatní výdaje na zajištění činnosti Ústavního soudu	132202000	144375080
361	Akademie věd České republiky	4449192000	4561331000
	Infrastruktura výzkumu	4411841000	4411841000
372	Rada pro rozhlasové a televizní vysílání	53633000	55466500
374	Správa státních hmotných rezerv	1761799000	2161799020
	Civilní připravenost na krizové stavy	1742009000	2142019020
	Zabezpečení potřeb ozbrojených sil	19790000	19780000
375	Státní úřad pro jadernou bezpečnost	353920000	380840100
376	Generální inspekce bezpečnostních sborů	277267000	277755320
	Výdaje na zabezpečení plnění úkolů Generální inspekce bezpečnostních sborů	270867000	271355320
	Sociální dávky	6400000	6400000
377	Technologická agentura České republiky	2556487000	2566415000
	Výdaje Kanceláře Technologické agentury ČR	99030000	102001000
	Dotace jiným subjektům	2457457000	2464414000
381	Nejvyšší kontrolní úřad	507321000	498757000
396	Obsluha státního dluhu	70600168000	68000000000
397	Operace státních finančních aktiv	1697800000	1642200000
	transfery na výdaje vyvolané zánikem věcných břemen na restituovaném majetku	100000000	100000000
	ostatní transfery do jiných kapitol	1060000000	990000000
	Výdaje na financování nakládání s radioaktivními odpady	232800000	247200000
	Ostatní	305000000	305000000
398	Všeobecná pokladní správa	137630364000	141705390692
	Vládní rozpočtová rezerva	3604168900	3893309692
	Rezerva na řešení krizových situací, jejich předcházení a odstraňování jejich následků (zákon č. 240/2000 Sb., ve znění pozdějších předpisů)	100000000	100000000
	Rezerva na mimořádné výdaje podle zákona č. 239/2000 Sb., o integrovaném záchranném systému	100000000	100000000
	Stavební spoření	5800000000	5300000000
	Podpora exportu; majetková újma; státní záruky; investiční pobídky	8392729000	8428144000
	Sociální výdaje; náhrady; neziskové a podobné organizace	8692590000	9618880000
	Finanční vztahy státního rozpočtu k rozpočtům krajů (s výjimkou hlavního města Prahy)	1035651000	1040305000
	Finanční vztahy státního rozpočtu k rozpočtům obcí v úhrnech po jednotlivých krajích (s výjimkou hlavního města Prahy)	7429750100	7431305000
	Finanční vztah státního rozpočtu k rozpočtu hlavního města Prahy	813410000	816534000
	Další prostředky pro územní samosprávné celky	333000000	325595000
	Transfery veřejným rozpočtům ústřední úrovně	53183600000	56918600000
	Ostatní výdaje	11461465000	8349900000
	Odvody do rozpočtu Evropské unie	36100000000	36400000000
	Výdaje vedené v informačním systému programového financování EDS/SMVS celkem	445000000	305000000
	Prostředky na odstraňování důsledků povodní a na následnou obnovu	139000000	2677253000
